tip,WHO
CY250651,3c2.A
MH294727,3c2.A
CY255885,3c2.A
CY261431,3c2.A
CY264561,3c2.A
CY245398,3c2.A
CY258084,3c2.A
CY234562,3c2.A
CY216473,3c2.A
MF182496,3c2.A
CY234810,3c2.A
CY232578,3c2.A
CY228781,3c2.A
CY230602,3c2.A
CY216193,3c2.A
CY244155,3c2.A
CY230277,3c2.A
CY244169,3c2.A
CY244156,3c2.A
CY244390,3c2.A
CY244222,3c2.A
CY244005,3c2.A
CY244229,3c2.A
CY234991,3c2.A
CY243944,3c2.A
CY234466,3c2.A
CY224094,3c2.A
CY226759,3c2.A
CY232356,3c2.A
CY234490,3c2.A
CY233432,3c2.A
CY226767,3c2.A
CY228933,3c2.A
CY233448,3c2.A
CY235880,3c2.A
CY238561,3c2.A
CY230642,3c2.A
CY228869,3c2.A
CY216481,3c2.A
CY214434,3c2.A
CY223886,3c2.A
KY949900,3c2.A
CY227134,3c2.A
CY222989,3c2.A
CY234674,3c2.A
CY226639,3c2.A
CY211994,3c2.A
CY224118,3c2.A
CY216777,3c2.A
CY227398,3c2.A
CY215162,3c2.A
CY216281,3c2.A
CY215945,3c2.A
CY216689,3c2.A
CY230229,3c2.A
CY243921,3c2.A
CY243927,3c2.A
KY583706,3c2.A
CY243952,3c2.A
MG279294,3c2.A
CY234634,3c2.A
CY234934,3c2.A
KY583709,3c2.A
CY244132,3c2.A
CY243968,3c2.A
CY244409,3c2.A
MF182513,3c2.A
CY244104,3c2.A
CY244073,3c2.A
CY234940,3c2.A
CY244196,3c2.A
KY583708,3c2.A
CY243941,3c2.A
KY583624,3c2.A
CY244274,3c2.A
CY238394,3c2.A
CY213250,3c2.A
CY238298,3c2.A
CY235010,3c2.A
CY259375,3c2.A
CY221981,3c2.A
CY245334,3c2.A
CY245318,3c2.A
CY235976,3c2.A
CY245118,3c2.A
CY260710,3c2.A
CY244285,3c2.A
CY242398,3c2.A
CY235872,3c2.A
CY230285,3c2.A
CY227430,3c2.A
CY242078,3c2.A
MH082740,3c2.A
CY214634,3c2.A
MG974394,3c2.A
MH082172,3c2.A
MG974402,3c2.A
CY250579,3c2.A
CY255837,3c2.A
CY242326,3c2.A
CY233400,3c2.A
CY234698,3c2.A
MH586380,3c2.A
MH083064,3c2.A
CY258156,3c2.A
MH082684,3c2.A
CY227222,3c2.A
CY226535,3c2.A
CY212690,3c2.A
CY235864,3c2.A
CY244134,3c2.A
MF182520,3c2.A
CY220367,3c2.A
CY244026,3c2.A
CY235952,3c2.A
CY235616,3c2.A
CY235624,3c2.A
CY216137,3c2.A
CY223950,3c2.A
CY230650,3c2.A
CY235784,3c2.A
CY244705,3c2.A
CY223918,3c2.A
CY226831,3c2.A
CY214802,3c2.A
CY244070,3c2.A
CY220375,3c2.A
CY208968,3c2.A
CY228701,3c2.A
CY220487,3c2.A
CY216009,3c2.A
CY225230,3c2.A
CY227614,3c2.A
CY222893,3c2.A
CY233370,3c2.A
CY226703,3c2.A
KY115982,3c2.A
CY226823,3c2.A
CY238274,3c2.A
CY220535,3c2.A
MF182510,3c2.A
CY244269,3c2.A
CY216537,3c2.A
CY222869,3c2.A
CY233259,3c2.A
CY220055,3c2.A
CY210575,3c2.A
CY227582,3c2.A
CY227710,3c2.A
KY950007,3c2.A
KY950120,3c2.A
KY949661,3c2.A
CY230301,3c2.A
MG279294,3c2.A
CY234634,3c2.A
CY234934,3c2.A
KY583709,3c2.A
CY244132,3c2.A
CY243968,3c2.A
CY244409,3c2.A
MF182513,3c2.A
CY244104,3c2.A
CY244073,3c2.A
CY245334,3c2.A
CY245318,3c2.A
CY235976,3c2.A
CY245118,3c2.A
CY260710,3c2.A
CY244285,3c2.A
CY242398,3c2.A
CY235872,3c2.A
CY230285,3c2.A
CY227430,3c2.A
CY242078,3c2.A
MH082740,3c2.A
CY214634,3c2.A
MG974394,3c2.A
MH082172,3c2.A
MG974402,3c2.A
CY250579,3c2.A
CY255837,3c2.A
CY242326,3c2.A
CY233400,3c2.A
CY234698,3c2.A
MH586380,3c2.A
MH083064,3c2.A
CY258156,3c2.A
MH082684,3c2.A
CY227222,3c2.A
CY226535,3c2.A
CY212690,3c2.A
CY235864,3c2.A
CY244134,3c2.A
CY245334,3c2.A
CY245318,3c2.A
CY235976,3c2.A
CY245118,3c2.A
CY260710,3c2.A
CY244285,3c2.A
CY242398,3c2.A
CY235872,3c2.A
CY230285,3c2.A
CY227430,3c2.A
CY242078,3c2.A
MH082740,3c2.A
CY214634,3c2.A
CY245334,3c2.A
CY245318,3c2.A
CY235976,3c2.A
CY245118,3c2.A
CY260710,3c2.A
CY244285,3c2.A
CY242398,3c2.A
CY235872,3c2.A
MF182520,3c2.A
CY220367,3c2.A
CY244026,3c2.A
CY235952,3c2.A
CY235616,3c2.A
CY235624,3c2.A
CY216137,3c2.A
CY223950,3c2.A
CY230650,3c2.A
CY235784,3c2.A
CY244705,3c2.A
CY223918,3c2.A
CY226831,3c2.A
CY244133,3c2.A
CY244052,3c2.A
CY244094,3c2.A
CY214362,3c2.A
CY209408,3c2.A
CY212802,3c2.A
KY950063,3c2.A
CY243870,3c2.A
CY244207,3c2.A
CY234972,3c2.A
CY243495,3c2.A
CY214922,3c2.A
KY949711,3c2.A
KY289619,3c2.A
CY223181,3c2.A
CY210767,3c2.A
CY210759,3c2.A
CY222029,3c2.A
KY289590,3c2.A
KY116302,3c2.A
CY216073,3c2.A
KY583640,3c2.A
CY244386,3c2.A
CY234891,3c2.A
CY216673,3c2.A
CY254361,3c2.A
CY254889,3c2.A
CY254321,3c2.A
CY254985,3c2.A
CY211697,3c2.A
CY254753,3c2.A
KY583641,3c2.A
CY255201,3c2.A
CY234982,3c2.A
KY289347,3c2.A
CY254657,3c2.A
CY254505,3c2.A
CY244400,3c2.A
CY243893,3c2.A
CY243936,3c2.A
MF182472,3c2.A
MF182477,3c2.A
MF182491,3c2.A
CY227702,3c2.A
CY244153,3c2.A
CY228541,3c2.A
CY235648,3c2.A
CY216089,3c2.A
CY214730,3c2.A
CY232396,3c2.A
CY244198,3c2.A
KY697326,3c2.A
CY216289,3c2.A
CY227126,3c2.A
KY583724,3c2.A
CY216705,3c2.A
MG928453,3c2.A
CY235592,3c2.A
CY220455,3c2.A
CY223277,3c2.A
CY212954,3c2.A
CY223149,3c2.A
CY216521,3c2.A
CY239880,3c2.A
CY239872,3c2.A
CY232316,3c2.A
CY228365,3c2.A
CY221957,3c2.A
CY238891,3c2.A
MF182469,3c2.A
CY221965,3c2.A
CY214162,3c2.A
CY225414,3c2.A
CY221910,3c2.A
CY216249,3c2.A
CY225270,3c2.A
CY225286,3c2.A
CY228909,3c2.A
CY220311,3c2.A
CY213146,3c2.A
CY259199,3c2.A
CY259359,3c2.A
CY234506,3c2.A
KY583726,3c2.A
KY583688,3c2.A
CY244245,3c2.A
KY583725,3c2.A
CY234953,3c2.A
CY244101,3c2.A
CY223990,3c2.A
CY232540,3c2.A
CY245198,3c2.A
MH131350,3c2.A
CY243979,3c2.A
CY235488,3c2.A
CY234826,3c2.A
CY232500,3c2.A
CY214026,3c2.A
CY244012,3c2.A
CY223814,3c2.A
CY244398,3c2.A
CY243872,3c2.A
MF182504,3c2.A
CY230021,3c2.A
CY221934,3c2.A
CY234288,3c2.A
CY232618,3c2.A
CY216569,3c2.A
CY231099,3c2.A
CY224158,3c2.A
CY222781,3c2.A
CY210377,3c2.A
CY218166,3c2.A
KY949821,3c2.A
KY950053,3c2.A
KY949986,3c2.A
CY218142,3c2.A
CY226503,3c2.A
CY218150,3c2.A
CY233306,3c2.A
CY216769,3c2.A
CY234474,3c2.A
CY223982,3c2.A
CY220447,3c2.A
CY232602,3c2.A
CY223045,3c2.A
CY259063,3c2.A
CY226719,3c2.A
CY215034,3c2.A
CY221878,3c2.A
CY214842,3c2.A
MF182524,3c2.A
KY583715,3c2.A
KY583719,3c2.A
CY244410,3c2.A
CY244008,3c2.A
KY583716,3c2.A
KY583717,3c2.A
CY244065,3c2.A
CY244066,3c2.A
KY583718,3c2.A
CY234926,3c2.A
CY214578,3c2.A
CY220183,3c2.A
CY232420,3c2.A
CY224878,3c2.A
CY214954,3c2.A
CY212450,3c2.A
CY244295,3c2.A
CY212466,3c2.A
CY216657,3c2.A
CY244266,3c2.A
CY244126,3c2.A
CY227454,3c2.A
CY228717,3c2.A
CY216441,3c2.A
CY234746,3c2.A
CY223053,3c2.A
CY216609,3c2.A
CY226527,3c2.A
CY227774,3c2.A
MF182522,3c2.A
CY230810,3c2.A
CY222861,3c2.A
CY211708,3c2.A
CY210695,3c2.A
KY949928,3c2.A
KY949989,3c2.A
CY233346,3c2.A
CY230357,3c2.A
CY234975,3c2.A
CY220151,3c2.A
CY216641,3c2.A
MF673261,3c2.A
CY230253,3c2.A
CY244223,3c2.A
CY244006,3c2.A
CY210687,3c2.A
KY116630,3c2.A
CY215953,3c2.A
CY244400,3c2.A
CY243893,3c2.A
CY243936,3c2.A
MF182472,3c2.A
MF182477,3c2.A
MF182491,3c2.A
CY227702,3c2.A
CY244153,3c2.A
CY228541,3c2.A
CY235648,3c2.A
CY216089,3c2.A
CY214730,3c2.A
CY232396,3c2.A
CY244198,3c2.A
KY697326,3c2.A
CY216289,3c2.A
CY227126,3c2.A
KY583724,3c2.A
CY216705,3c2.A
MG928453,3c2.A
CY235592,3c2.A
CY220455,3c2.A
CY223277,3c2.A
CY212954,3c2.A
CY223149,3c2.A
CY216521,3c2.A
CY239880,3c2.A
CY239872,3c2.A
CY232316,3c2.A
CY228365,3c2.A
CY221957,3c2.A
CY238891,3c2.A
MF182469,3c2.A
CY221965,3c2.A
CY214162,3c2.A
CY225414,3c2.A
CY221910,3c2.A
CY216249,3c2.A
CY225270,3c2.A
CY225286,3c2.A
CY228909,3c2.A
CY220311,3c2.A
CY213146,3c2.A
CY259199,3c2.A
CY259359,3c2.A
CY234506,3c2.A
KY583726,3c2.A
KY583688,3c2.A
CY244245,3c2.A
KY583725,3c2.A
CY234953,3c2.A
CY244101,3c2.A
CY223990,3c2.A
CY232540,3c2.A
CY245198,3c2.A
MH131350,3c2.A
CY243979,3c2.A
CY235488,3c2.A
CY234826,3c2.A
CY232500,3c2.A
CY214026,3c2.A
CY244012,3c2.A
CY223814,3c2.A
CY244398,3c2.A
CY243872,3c2.A
MF182504,3c2.A
CY230021,3c2.A
CY221934,3c2.A
CY234288,3c2.A
CY232618,3c2.A
CY216569,3c2.A
CY231099,3c2.A
CY224158,3c2.A
CY222781,3c2.A
CY210377,3c2.A
CY218166,3c2.A
KY949821,3c2.A
KY950053,3c2.A
KY949986,3c2.A
CY239880,3c2.A
CY239872,3c2.A
CY232316,3c2.A
CY228365,3c2.A
CY221957,3c2.A
CY238891,3c2.A
MF182469,3c2.A
CY221965,3c2.A
CY214162,3c2.A
CY225414,3c2.A
CY218142,3c2.A
CY226503,3c2.A
CY218150,3c2.A
CY233306,3c2.A
CY216769,3c2.A
CY234474,3c2.A
CY223982,3c2.A
CY220447,3c2.A
CY232602,3c2.A
CY223045,3c2.A
CY259063,3c2.A
CY226719,3c2.A
CY215034,3c2.A
CY221878,3c2.A
CY214842,3c2.A
MF182524,3c2.A
KY583715,3c2.A
KY583719,3c2.A
CY244410,3c2.A
CY244008,3c2.A
KY583716,3c2.A
KY583717,3c2.A
CY244065,3c2.A
CY244066,3c2.A
KY583718,3c2.A
CY234926,3c2.A
CY214578,3c2.A
CY220183,3c2.A
CY232420,3c2.A
CY224878,3c2.A
CY214954,3c2.A
CY212450,3c2.A
CY244295,3c2.A
CY212466,3c2.A
CY216657,3c2.A
CY244266,3c2.A
CY244126,3c2.A
CY227454,3c2.A
CY228717,3c2.A
CY216441,3c2.A
CY234746,3c2.A
CY223053,3c2.A
CY216609,3c2.A
CY226527,3c2.A
CY227774,3c2.A
MF182522,3c2.A
CY230810,3c2.A
CY222861,3c2.A
CY211708,3c2.A
CY210695,3c2.A
KY949928,3c2.A
KY949989,3c2.A
CY233346,3c2.A
CY230357,3c2.A
CY234975,3c2.A
CY220151,3c2.A
CY216641,3c2.A
MF673261,3c2.A
CY230253,3c2.A
CY244223,3c2.A
CY244006,3c2.A
CY210687,3c2.A
KY116630,3c2.A
CY215953,3c2.A
CY218142,3c2.A
CY226503,3c2.A
CY218150,3c2.A
CY233306,3c2.A
CY216769,3c2.A
CY234474,3c2.A
CY223982,3c2.A
CY220447,3c2.A
CY232602,3c2.A
CY223045,3c2.A
CY259063,3c2.A
CY226719,3c2.A
CY215034,3c2.A
CY221878,3c2.A
CY214842,3c2.A
MF182524,3c2.A
KY583715,3c2.A
KY583719,3c2.A
CY244410,3c2.A
CY244008,3c2.A
KY583716,3c2.A
KY583717,3c2.A
CY244065,3c2.A
CY244066,3c2.A
KY583718,3c2.A
CY234926,3c2.A
CY214578,3c2.A
CY220183,3c2.A
CY232420,3c2.A
CY224878,3c2.A
CY214954,3c2.A
CY212450,3c2.A
CY244295,3c2.A
CY212466,3c2.A
CY216657,3c2.A
CY244266,3c2.A
CY244126,3c2.A
CY227454,3c2.A
CY228717,3c2.A
CY216441,3c2.A
CY234746,3c2.A
CY223053,3c2.A
CY216609,3c2.A
CY226527,3c2.A
CY227774,3c2.A
MF182522,3c2.A
CY230810,3c2.A
CY222861,3c2.A
CY211708,3c2.A
CY210695,3c2.A
KY949928,3c2.A
KY949989,3c2.A
CY233346,3c2.A
CY230357,3c2.A
CY234975,3c2.A
CY220151,3c2.A
CY216641,3c2.A
MF673261,3c2.A
CY230253,3c2.A
CY244223,3c2.A
CY244006,3c2.A
CY210687,3c2.A
KY116630,3c2.A
CY215953,3c2.A
CY257218,3c2.A
CY240739,3c2.A
CY257306,3c2.A
CY257026,3c2.A
CY257418,3c2.A
CY257298,3c2.A
CY257338,3c2.A
CY257114,3c2.A
CY257226,3c2.A
CY257274,3c2.A
CY257314,3c2.A
CY257234,3c2.A
CY257354,3c2.A
CY257098,3c2.A
CY240723,3c2.A
CY257106,3c2.A
CY257402,3c2.A
CY257154,3c2.A
CY257322,3c2.A
CY257242,3c2.A
CY257282,3c2.A
CY240747,3c2.A
CY257426,3c2.A
CY257018,3c2.A
CY257130,3c2.A
CY257258,3c2.A
CY209056,3c2.A
KY289131,3c2.A
CY217906,3c2.A
CY214554,3c2.A
CY211498,3c2.A
CY211802,3c2.A
CY212402,3c2.A
KY003458,3c2.A
KY116590,3c2.A
CY243999,3c2.A
CY210030,3c2.A
KY583668,3c2.A
CY208313,3c2.A
KY583596,3c2.A
CY234886,3c2.A
KY583652,3c2.A
CY234981,3c2.A
CY221862,3c2.A
CY243899,3c2.A
CY212858,3c2.A
CY255265,3c2.A
CY254601,3c2.A
MF673247,3c2.A
MF673268,3c2.A
CY254441,3c2.A
KX416704,3c2.A
CY211586,3c2.A
KY116414,3c2.A
KY583594,3c2.A
CY212882,3c2.A
KY116446,3c2.A
KX917196,3c2.A
CY221862,3c2.A
CY243899,3c2.A
CY212858,3c2.A
CY255265,3c2.A
CY254601,3c2.A
MF673247,3c2.A
MF673268,3c2.A
CY254441,3c2.A
MG279332,3c2.A
CY234192,3c2.A
CY244216,3c2.A
KY583662,3c2.A
KY583606,3c2.A
MF673488,3c2.A
MF673483,3c2.A
CY234954,3c2.A
MF673477,3c2.A
CY244205,3c2.A
MF673487,3c2.A
MF182482,3c2.A
MF182473,3c2.A
CY243939,3c2.A
CY234908,3c2.A
CY234971,3c2.A
CY228773,3c2.A
KY697358,3c2.A
MF182503,3c2.A
CY223157,3c2.A
CY235680,3c2.A
CY222021,3c2.A
CY223037,3c2.A
CY243976,3c2.A
CY243974,3c2.A
CY220423,3c2.A
CY228549,3c2.A
CY243938,3c2.A
CY232310,3c2.A
CY222797,3c2.A
CY259119,3c2.A
CY244175,3c2.A
CY244030,3c2.A
CY227846,3c2.A
CY223261,3c2.A
CY239936,3c2.A
CY216393,3c2.A
CY244307,3c2.A
CY228589,3c2.A
CY216681,3c2.A
CY214098,3c2.A
CY220263,3c2.A
CY216665,3c2.A
CY224886,3c2.A
CY230349,3c2.A
CY214002,3c2.A
CY223069,3c2.A
CY219268,3c2.A
CY220679,3c2.A
CY225254,3c2.A
CY230850,3c2.A
CY227446,3c2.A
CY234546,3c2.A
CY220639,3c2.A
CY224126,3c2.A
CY233290,3c2.A
CY228357,3c2.A
CY227838,3c2.A
CY235968,3c2.A
CY235744,3c2.A
CY230874,3c2.A
MG914187,3c2.A
MH700964,3c2.A
CY250083,3c2.A
CY235752,3c2.A
CY231063,3c2.A
CY238899,3c2.A
CY239960,3c2.A
CY239920,3c2.A
CY238851,3c2.A
CY243964,3c2.A
CY220623,3c2.A
CY223309,3c2.A
CY221997,3c2.A
CY228853,3c2.A
CY220399,3c2.A
CY234802,3c2.A
CY228861,3c2.A
CY214146,3c2.A
MF182486,3c2.A
CY244276,3c2.A
CY234482,3c2.A
CY220767,3c2.A
CY230213,3c2.A
CY227006,3c2.A
CY227678,3c2.A
CY238386,3c2.A
CY244075,3c2.A
CY232586,3c2.A
KY949992,3c2.A
MH080035,3c2.A
CY260002,3c2.A
MH082060,3c2.A
MH131342,3c2.A
MG974189,3c2.A
MH294897,3c2.A
MH294923,3c2.A
MH294719,3c2.A
MG831130,3c2.A
MH701404,3c2.A
MH294809,3c2.A
MH083143,3c2.A
MH080235,3c2.A
MH306935,3c2.A
CY264814,3c2.A
MH082268,3c2.A
CY258164,3c2.A
CY260857,3c2.A
MH083001,3c2.A
MG974938,3c2.A
CY261264,3c2.A
CY263160,3c2.A
CY245302,3c2.A
CY234834,3c2.A
CY232412,3c2.A
CY235936,3c2.A
CY238639,3c2.A
CY235824,3c2.A
CY234794,3c2.A
MH080035,3c2.A
CY260002,3c2.A
MH082060,3c2.A
MH131342,3c2.A
MG974189,3c2.A
MH294897,3c2.A
MH294923,3c2.A
MH294719,3c2.A
MG831130,3c2.A
MH701404,3c2.A
MH294809,3c2.A
MH083143,3c2.A
MH080235,3c2.A
MH306935,3c2.A
CY264814,3c2.A
MH082268,3c2.A
CY258164,3c2.A
CY260857,3c2.A
MH083001,3c2.A
MG974938,3c2.A
CY261264,3c2.A
CY263160,3c2.A
CY245302,3c2.A
CY234834,3c2.A
CY232412,3c2.A
CY235936,3c2.A
CY238639,3c2.A
CY235824,3c2.A
MH080035,3c2.A
CY260002,3c2.A
MH082060,3c2.A
MH131342,3c2.A
MG974189,3c2.A
MH294897,3c2.A
MH294923,3c2.A
MH294719,3c2.A
MG831130,3c2.A
MH701404,3c2.A
MH294809,3c2.A
MH083143,3c2.A
MH080235,3c2.A
MH306935,3c2.A
CY264814,3c2.A
MH082268,3c2.A
CY258164,3c2.A
CY260857,3c2.A
MH083001,3c2.A
MG974938,3c2.A
CY261264,3c2.A
CY263160,3c2.A
CY245302,3c2.A
CY258196,3c2.A
MH294738,3c2.A
MH601921,3c2.A
MH294877,3c2.A
MH601329,3c2.A
MH131310,3c2.A
CY260074,3c2.A
CY247110,3c2.A
CY243742,3c2.A
CY214010,3c2.A
CY227742,3c2.A
CY225262,3c2.A
CY215058,3c2.A
CY213306,3c2.A
CY226551,3c2.A
CY224102,3c2.A
CY217914,3c2.A
CY243871,3c2.A
CY243915,3c2.A
CY243978,3c2.A
CY243912,3c2.A
CY244303,3c2.A
CY232232,3c2.A
CY224110,3c2.A
CY244000,3c2.A
CY214242,3c2.A
CY220175,3c2.A
CY234522,3c2.A
CY259311,3c2.A
CY228837,3c2.A
CY209128,3c2.A
MF182498,3c2.A
CY243916,3c2.A
KY583630,3c2.A
CY225406,3c2.A
CY221814,3c2.A
CY220303,3c2.A
CY218002,3c2.A
CY209416,3c2.A
CY243917,3c2.A
CY234997,3c2.A
CY211474,3c2.A
KY289627,3c2.A
MF182464,3c2.A
CY215050,3c2.A
CY215881,3c2.A
CY243910,3c2.A
CY235552,3c2.A
CY235023,3c2.A
CY244220,3c2.A
CY235032,3c2.A
CY244291,3c2.A
CY243907,3c2.A
CY230834,3c2.A
MF182502,3c2.A
CY213298,3c2.A
CY228877,3c2.A
CY214746,3c2.A
CY235033,3c2.A
CY234498,3c2.A
CY212938,3c2.A
CY214674,3c2.A
CY228461,3c2.A
CY225238,3c2.A
CY244058,3c2.A
CY221894,3c2.A
CY226479,3c2.A
CY222829,3c2.A
KY289390,3c2.A
CY211930,3c2.A
CY214530,3c2.A
CY210591,3c2.A
CY243955,3c2.A
CY227726,3c2.A
KY583607,3c2.A
CY259047,3c2.A
CY234706,3c2.A
KY583661,3c2.A
KY116438,3c2.A
CY214658,3c2.A
CY243973,3c2.A
CY219229,3c2.A
KY289439,3c2.A
KY583612,3c2.A
KY583632,3c2.A
CY234996,3c2.A
KY583614,3c2.A
KY583613,3c2.A
KY583633,3c2.A
CY244183,3c2.A
CY235008,3c2.A
CY243992,3c2.A
KY583608,3c2.A
KY583529,3c2.A
KY583631,3c2.A
KY583609,3c2.A
CY244214,3c2.A
CY234957,3c2.A
CY209000,3c2.A
CY212474,3c2.A
CY230197,3c2.A
KY583610,3c2.A
CY218937,3c2.A
CY222949,3c2.A
CY243877,3c2.A
KY583713,3c2.A
CY234907,3c2.A
CY231077,3c2.A
KY116502,3c2.A
CY243920,3c2.A
CY220231,3c2.A
CY214754,3c2.A
CY230594,3c2.A
KY116654,3c2.A
CY216425,3c2.A
KY289361,3c2.A
CY218023,3c2.A
CY215042,3c2.A
KY289579,3c2.A
CY209392,3c2.A
CY235400,3c2.A
CY223029,3c2.A
KY950141,3c2.A
KY583511,3c2.A
KY583645,3c2.A
KY583537,3c2.A
KY583539,3c2.A
KY583643,3c2.A
MF182466,3c2.A
CY234979,3c2.A
KY583535,3c2.A
KY583714,3c2.A
KY583646,3c2.A
KY583559,3c2.A
KY583516,3c2.A
KY583549,3c2.A
KY583534,3c2.A
KY583538,3c2.A
KY583582,3c2.A
KY583567,3c2.A
KY583510,3c2.A
KY583642,3c2.A
KY583536,3c2.A
KY583564,3c2.A
KY583518,3c2.A
KY583593,3c2.A
KY583663,3c2.A
KY583512,3c2.A
CY216801,3c2.A
KY583532,3c2.A
CY210480,3c2.A
CY244033,3c2.A
CY228533,3c2.A
CY211986,3c2.A
CY214202,3c2.A
KY583515,3c2.A
CY228885,3c2.A
KY583560,3c2.A
KY583561,3c2.A
KY583562,3c2.A
KY583533,3c2.A
MF182501,3c2.A
CY221766,3c2.A
CY220223,3c2.A
KY289332,3c2.A
CY210743,3c2.A
CY234898,3c2.A
CY213002,3c2.A
CY219063,3c2.A
CY211490,3c2.A
CY220207,3c2.A
CY224022,3c2.A
KY116326,3c2.A
CY238915,3c2.A
MF182487,3c2.A
CY230530,3c2.A
KY003496,3c2.A
CY210322,3c2.A
CY223293,3c2.A
CY226839,3c2.A
CY234896,3c2.A
CY212970,3c2.A
CY210260,3c2.A
CY243898,3c2.A
CY244027,3c2.A
CY244253,3c2.A
CY243996,3c2.A
CY212434,3c2.A
CY234879,3c2.A
CY234888,3c2.A
CY211763,3c2.A
KY950075,3c2.A
CY243898,3c2.A
CY244027,3c2.A
CY244253,3c2.A
CY243996,3c2.A
CY212434,3c2.A
CY234879,3c2.A
CY234888,3c2.A
CY211763,3c2.A
CY244024,3c2.A
CY234978,3c2.A
CY235022,3c2.A
CY244121,3c2.A
CY244176,3c2.A
CY234921,3c2.A
MF182493,3c2.A
MF182495,3c2.A
CY243919,3c2.A
MF182494,3c2.A
CY259247,3c2.A
CY216177,3c2.A
KY116622,3c2.A
CY230866,3c2.A
KY078632,3c2.A
KY078633,3c2.A
KY078628,3c2.A
KY078629,3c2.A
CY226471,3c2.A
CY218008,3c2.A
KY115862,3c2.A
CY217954,3c2.A
CY216185,3c2.A
CY212698,3c2.A
CY214986,3c2.A
CY243985,3c2.A
CY243986,3c2.A
CY234905,3c2.A
CY220583,3c2.A
KY435825,3c2.A
CY228173,3c2.A
CY214826,3c2.A
CY221870,3c2.A
CY255377,3c2.A
KY116118,3c2.A
CY211514,3c2.A
CY244281,3c2.A
CY244032,3c2.A
CY234960,3c2.A
CY235021,3c2.A
CY243880,3c2.A
CY210018,3c2.A
MF673244,3c2.A
CY216297,3c2.A
CY254529,3c2.A
CY219123,3c2.A
CY234911,3c2.A
KY949757,3c2.A
CY243943,3c2.A
KY949854,3c2.A
CY216305,3c2.A
KY949735,3c2.A
KY949789,3c2.A
KY949885,3c2.A
KY949869,3c2.A
CY211755,3c2.A
CY209360,3c2.A
KY116134,3c2.A
KY949902,3c2.A
KY950205,3c2.A
KY949886,3c2.A
KY949936,3c2.A
CY216185,3c2.A
CY212698,3c2.A
CY214986,3c2.A
CY243985,3c2.A
CY243986,3c2.A
CY234905,3c2.A
CY220583,3c2.A
KY435825,3c2.A
CY228173,3c2.A
CY214826,3c2.A
CY221870,3c2.A
CY255377,3c2.A
KY116118,3c2.A
CY211514,3c2.A
CY244281,3c2.A
CY244032,3c2.A
CY234960,3c2.A
CY235021,3c2.A
CY243880,3c2.A
CY210018,3c2.A
MF673244,3c2.A
CY216297,3c2.A
CY254529,3c2.A
CY219123,3c2.A
CY234911,3c2.A
KY949757,3c2.A
CY243943,3c2.A
KY949854,3c2.A
CY216305,3c2.A
KY949735,3c2.A
KY949789,3c2.A
KY949885,3c2.A
KY949869,3c2.A
CY211755,3c2.A
CY209360,3c2.A
KY116134,3c2.A
KY949902,3c2.A
KY950205,3c2.A
KY949886,3c2.A
CY213258,3c2.A
CY212642,3c2.A
CY234955,3c2.A
CY215146,3c2.A
CY218222,3c2.A
CY210416,3c2.A
CY216577,3c2.A
CY210488,3c2.A
CY210791,3c2.A
CY214810,3c2.A
KY583591,3c2.A
CY212650,3c2.A
CY227094,3c2.A
CY213154,3c2.A
CY222837,3c2.A
CY220751,3c2.A
CY220271,3c2.A
CY220239,3c2.A
MF182512,3c2.A
CY244163,3c2.A
CY227918,3c2.A
CY209352,3c2.A
CY211506,3c2.A
CY226743,3c2.A
CY234992,3c2.A
CY216353,3c2.A
CY235031,3c2.A
CY228102,3c2.A
CY228094,3c2.A
CY213218,3c2.A
CY210615,3c2.A
CY209312,3c2.A
CY235007,3c2.A
CY243868,3c2.A
CY212578,3c2.A
CY214762,3c2.A
CY244046,3c2.A
CY212866,3c2.A
CY211922,3c2.A
CY255209,3c2.A
KY116278,3c2.A
KY116310,3c2.A
CY255073,3c2.A
CY255329,3c2.A
CY255441,3c2.A
CY255457,3c2.A
CY255129,3c2.A
KY003363,3c2.A
CY254929,3c2.A
KX916340,3c2.A
CY254841,3c2.A
KX916796,3c2.A
CY213282,3c2.A
CY209368,3c2.A
KX916508,3c2.A
KY289348,3c2.A
CY254849,3c2.A
CY255153,3c2.A
CY255369,3c2.A
CY255233,3c2.A
KY116646,3c2.A
KY116542,3c2.A
KY288895,3c2.A
KY583604,3c2.A
CY255273,3c2.A
CY254577,3c2.A
CY254617,3c2.A
CY212650,3c2.A
CY227094,3c2.A
CY213154,3c2.A
CY222837,3c2.A
CY220751,3c2.A
CY220271,3c2.A
CY220239,3c2.A
MF182512,3c2.A
CY244163,3c2.A
CY227918,3c2.A
CY209352,3c2.A
CY211506,3c2.A
CY226743,3c2.A
CY234992,3c2.A
CY216353,3c2.A
CY235031,3c2.A
CY228102,3c2.A
CY228094,3c2.A
CY213218,3c2.A
CY210615,3c2.A
CY209312,3c2.A
CY235007,3c2.A
CY243868,3c2.A
CY212578,3c2.A
CY214762,3c2.A
CY244046,3c2.A
CY212866,3c2.A
CY211922,3c2.A
CY255209,3c2.A
KY116278,3c2.A
KY116310,3c2.A
CY255073,3c2.A
CY255329,3c2.A
CY255441,3c2.A
CY255457,3c2.A
CY255129,3c2.A
KY003363,3c2.A
CY254929,3c2.A
KX916340,3c2.A
CY254841,3c2.A
KX916796,3c2.A
CY213282,3c2.A
CY209368,3c2.A
KX916508,3c2.A
