"","tiplabel","longlabel","stringdates","refclade"
"324","CY216017","CY216017,A/Illinois/05/2017,2017/01/08","2017/01/08","A1b"
"325","CY243947","CY243947,A/New","3947,A/New","A1b"
"326","CY227694","CY227694,A/Arkansas/14/2017,2017/02/22","2017/02/22","A1b"
"327","KY435815","KY435815,A/Israel/R83/2016,2016/11/01","2016/11/01","A1b"
"328","CY234936","CY234936,A/Ohio/5654/2016,2016/12/21","2016/12/21","A1b"
"329","CY244022","CY244022,A/Oklahoma/5910/2017,2017/01/30","2017/01/30","A1b"
"330","CY243894","CY243894,A/Oklahoma/5782/2017,2017/01/20","2017/01/20","A1b"
"331","MF182528","MF182528,A/South","28,A/South","A1b"
"332","MF182527","MF182527,A/South","27,A/South","A1b"
"333","KY583625","KY583625,A/British",",A/British","A1b"
"334","CY244235","CY244235,A/New","4235,A/New","A1b"
"335","CY244048","CY244048,A/Hawaii/5936/2017,2017/01/04","2017/01/04","A1b"
"336","CY243980","CY243980,A/Washington/5868/2016,2016/12/31","2016/12/31","A1b"
"337","KY949820","KY949820,A/Baltimore/0301/2017,2017/02/12","2017/02/12","A1b"
"338","CY244553","CY244553,A/Arizona/48/2017,2017/07/31","2017/07/31","A1b"
"339","KY950005","KY950005,A/Baltimore/0307/2017,2017/02/14","2017/02/14","A1b"
"340","KY949883","KY949883,A/Linkou/0186/2016,2016/12/26","2016/12/26","A1b"
"341","KY950048","KY950048,A/Baltimore/0306/2017,2017/02/14","2017/02/14","A1b"
"342","CY228429","CY228429,A/Florida/23/2017,2017/03/23","2017/03/23","A1b"
"343","CY244040","CY244040,A/Florida/5928/2017,2017/01/24","2017/01/24","A1b"
"344","CY235880","CY235880,A/Florida/40/2017,2017/05/19","2017/05/19","A1b"
"345","CY238561","CY238561,A/Texas/102/2017,2017/03/29","2017/03/29","A1b"
"346","CY230642","CY230642,A/Arizona/19/2017,2017/03/21","2017/03/21","A1b"
"347","CY228869","CY228869,A/California/50/2017,2017/02/01","2017/02/01","A1b"
"348","CY216481","CY216481,A/Connecticut/04/2017,2017/01/11","2017/01/11","A1b"
"349","CY214434","CY214434,A/Pennsylvania/106/2016,2016/12/21","2016/12/21","A1b"
"350","CY223886","CY223886,A/Delaware/13/2017,2017/02/13","2017/02/13","A1b"
"351","KY949900","KY949900,A/Baltimore/0293/2017,2017/02/09","2017/02/09","A1b"
"352","CY227134","CY227134,A/Maryland/15/2017,2017/02/16","2017/02/16","A1b"
"353","KY950099","KY950099,A/Baltimore/0281/2017,2017/02/06","2017/02/06","A1b"
"354","CY222989","CY222989,A/Oregon/08/2017,2017/02/14","2017/02/14","A1b"
"355","CY234674","CY234674,A/Mississippi/16/2017,2017/04/21","2017/04/21","A1b"
"356","CY226639","CY226639,A/Tennessee/06/2017,2017/01/04","2017/01/04","A1b"
"357","CY211994","CY211994,A/Florida/100/2016,2016/11/27","2016/11/27","A1b"
"358","CY224118","CY224118,A/Idaho/14/2017,2017/03/06","2017/03/06","A1b"
"359","CY216777","CY216777,A/Mississippi/03/2017,2017/01/25","2017/01/25","A1b"
"360","CY227398","CY227398,A/Florida/17/2017,2017/02/19","2017/02/19","A1b"
"361","CY215162","CY215162,A/Mississippi/02/2017,2017/01/12","2017/01/12","A1b"
"362","CY216281","CY216281,A/New","6281,A/New","A1b"
"363","CY215945","CY215945,A/Iowa/02/2017,2017/01/17","2017/01/17","A1b"
"364","CY216689","CY216689,A/Minnesota/05/2017,2017/01/19","2017/01/19","A1b"
"365","CY230229","CY230229,A/Wisconsin/29/2017,2017/03/07","2017/03/07","A1b"
"366","CY243921","CY243921,A/Washington/5809/2017,2017/01/23","2017/01/23","A1b"
"367","CY243927","CY243927,A/California/5815/2017,2017/01/24","2017/01/24","A1b"
"368","KY583706","KY583706,A/Ontario/015/2017,2017/01/07","2017/01/07","A1b"
"369","CY243952","CY243952,A/North","52,A/North","A1b"
"370","MG279294","MG279294,A/California/NHRC_CG5905/2017,2017/04/04","2017/04/04","A1b"
"371","CY234634","CY234634,A/Indiana/23/2017,2017/04/13","2017/04/13","A1b"
"372","CY234934","CY234934,A/New","4934,A/New","A1b"
"373","KY583709","KY583709,A/Ontario/014/2017,2017/01/06","2017/01/06","A1b"
"374","CY244132","CY244132,A/Texas/6020/2017,2017/02/14","2017/02/14","A1b"
"375","CY243968","CY243968,A/Texas/5856/2017,2017/01/24","2017/01/24","A1b"
"376","CY244409","CY244409,A/Texas/6297/2017,2017/02/02","2017/02/02","A1b"
"377","MF182513","MF182513,A/Missouri/NHRC_36956/2017,2017/02/15","2017/02/15","A1b"
"378","CY244104","CY244104,A/Massachusetts/5992/2017,2017/02/08","2017/02/08","A1b"
"379","CY244073","CY244073,A/Texas/5961/2017,2017/02/06","2017/02/06","A1b"
"380","CY234940","CY234940,A/Texas/5658/2016,2016/12/19","2016/12/19","A1b"
"381","CY244196","CY244196,A/Alabama/6084/2017,2017/02/27","2017/02/27","A1b"
"382","KY583708","KY583708,A/Ontario/247/2016,2016/12/21","2016/12/21","A1b"
"383","CY243941","CY243941,A/Massachusetts/5829/2017,2017/01/25","2017/01/25","A1b"
"384","KY583624","KY583624,A/British",",A/British","A1b"
"385","CY244274","CY244274,A/Texas/6162/2017,2017/02/22","2017/02/22","A1b"
"386","CY238394","CY238394,A/Texas/77/2017,2017/01/11","2017/01/11","A1b"
"387","CY213250","CY213250,A/Texas/196/2016,2016/12/22","2016/12/22","A1b"
"388","CY238298","CY238298,A/Texas/95/2017,2017/03/06","2017/03/06","A1b"
"389","CY235010","CY235010,A/Delaware/5728/2017,2017/01/11","2017/01/11","A1b"
"390","CY259375","CY259375,A/New","9375,A/New","A1b"
"391","CY221981","CY221981,A/Wyoming/07/2017,2017/02/09","2017/02/09","A1b"
"392","CY245334","CY245334,A/Michigan/287/2017,2017/09/12","2017/09/12","A1b"
"393","CY245318","CY245318,A/Michigan/285/2017,2017/09/11","2017/09/11","A1b"
"394","CY235976","CY235976,A/Minnesota/33/2017,2017/05/15","2017/05/15","A1b"
"395","CY245118","CY245118,A/Delaware/29/2017,2017/09/06","2017/09/06","A1b"
"396","CY260710","CY260710,A/Arizona/59/2017,2017/10/19","2017/10/19","A1b"
"397","CY244285","CY244285,A/Texas/6173/2017,2017/02/08","2017/02/08","A1b"
"398","CY245070","CY245070,A/Wisconsin/323/2017,2017/08/22","2017/08/22","A1b"
"399","CY242398","CY242398,A/Wisconsin/318/2017,2017/07/24","2017/07/24","A1b"
"400","CY235872","CY235872,A/Florida/39/2017,2017/05/10","2017/05/10","A1b"
"401","CY230285","CY230285,A/Tennessee/21/2017,2017/02/20","2017/02/20","A1b"
"402","CY227430","CY227430,A/Florida/18/2017,2017/03/04","2017/03/04","A1b"
"403","CY242078","CY242078,A/Florida/47/2017,2017/07/09","2017/07/09","A1b"
"404","MH082740","MH082740,A/Ohio/04/2018,2018/01/12","2018/01/12","A1b"
"405","CY214634","CY214634,A/Tennessee/37/2016,2016/12/27","2016/12/27","A1b"
"406","MG974394","MG974394,A/Georgia/27/2017,2017/12/01","2017/12/01","A1b"
"407","MH082172","MH082172,A/Florida/05/2018,2018/01/10","2018/01/10","A1b"
"408","MG974402","MG974402,A/Georgia/29/2017,2017/12/05","2017/12/05","A1b"
"409","CY250579","CY250579,A/Iowa/29/2017,2017/10/06","2017/10/06","A1b"
"410","CY255837","CY255837,A/Nevada/15/2017,2017/10/06","2017/10/06","A1b"
"411","CY242326","CY242326,A/Texas/280/2017,2017/07/08","2017/07/08","A1b"
"412","CY233400","CY233400,A/Michigan/47/2017,2017/03/30","2017/03/30","A1b"
"413","CY234698","CY234698,A/Michigan/57/2017,2017/04/17","2017/04/17","A1b"
"414","MH586380","MH586380,A/South","80,A/South","A1b"
"415","MH083064","MH083064,A/West","064,A/West","A1b"
"416","CY258156","CY258156,A/Oklahoma/26/2017,2017/10/06","2017/10/06","A1b"
"417","MH082684","MH082684,A/North","84,A/North","A1b"
"418","CY227222","CY227222,A/Connecticut/11/2017,2017/02/10","2017/02/10","A1b"
"419","CY226535","CY226535,A/Wisconsin/11/2017,2017/01/24","2017/01/24","A1b"
"420","CY212690","CY212690,A/New","2690,A/New","A1b"
"421","CY235864","CY235864,A/South","64,A/South","A1b"
"422","CY244134","CY244134,A/Texas/6022/2017,2017/02/15","2017/02/15","A1b"
"423","CY233408","CY233408,A/Michigan/48/2017,2017/04/03","2017/04/03","A1b"
"424","MF182520","MF182520,A/South","20,A/South","A1b"
"425","CY220367","CY220367,A/Florida/08/2017,2017/01/24","2017/01/24","A1b"
"426","CY244026","CY244026,A/South","26,A/South","A1b"
"427","CY235952","CY235952,A/Louisiana/46/2017,2017/05/31","2017/05/31","A1b"
"428","CY235616","CY235616,A/Washington/40/2017,2017/04/17","2017/04/17","A1b"
"429","CY235624","CY235624,A/Washington/40/2017,2017/04/17","2017/04/17","A1b"
"430","CY216137","CY216137,A/Kentucky/07/2017,2017/01/16","2017/01/16","A1b"
"431","CY223950","CY223950,A/Kentucky/15/2017,2017/02/09","2017/02/09","A1b"
"432","CY230650","CY230650,A/Arizona/20/2017,2017/03/27","2017/03/27","A1b"
"433","CY235784","CY235784,A/Utah/29/2017,2017/05/11","2017/05/11","A1b"
"434","CY244705","CY244705,A/Hawaii/41/2017,2017/08/04","2017/08/04","A1b"
"435","CY223918","CY223918,A/Florida/12/2017,2017/02/10","2017/02/10","A1b"
"436","CY226831","CY226831,A/Texas/28/2017,2017/01/14","2017/01/14","A1b"
"437","CY214802","CY214802,A/Connecticut/38/2016,2016/11/30","2016/11/30","A1b"
"438","CY244070","CY244070,A/South","70,A/South","A1b"
"439","CY220375","CY220375,A/Kentucky/11/2017,2017/01/27","2017/01/27","A1b"
"440","CY208968","CY208968,A/Florida/83/2016,2016/10/14","2016/10/14","A1b"
"441","CY228701","CY228701,A/Wisconsin/39/2017,2017/03/19","2017/03/19","A1"
"442","CY220487","CY220487,A/Illinois/12/2017,2017/01/31","2017/01/31","A1b"
"443","CY216009","CY216009,A/Illinois/04/2017,2017/01/07","2017/01/07","A1b"
"444","CY214050","CY214050,A/Illinois/56/2016,2016/12/15","2016/12/15","A1b"
"445","CY225230","CY225230,A/Illinois/22/2017,2017/03/06","2017/03/06","A1b"
"446","CY227614","CY227614,A/North","14,A/North","A1b"
"447","CY222893","CY222893,A/Minnesota/13/2017,2017/02/17","2017/02/17","A1b"
"448","CY233370","CY233370,A/Michigan/42/2017,2017/03/13","2017/03/13","A1b"
"449","CY226703","CY226703,A/Michigan/14/2017,2017/01/03","2017/01/03","A1b"
"450","KY115982","KY115982,A/Florida/74/2016,2016/09/07","2016/09/07","A1b"
"451","CY226823","CY226823,A/Texas/27/2017,2017/01/08","2017/01/08","A1b"
"452","CY238274","CY238274,A/Texas/87/2017,2017/02/12","2017/02/12","A1b"
"453","CY220535","CY220535,A/Louisiana/04/2017,2017/01/24","2017/01/24","A1b"
"454","MF182510","MF182510,A/Missouri/NHRC_36943/2016,2016/12/16","2016/12/16","A1b"
"455","CY244269","CY244269,A/South","69,A/South","A1b"
"456","CY216537","CY216537,A/Arkansas/01/2017,2017/01/09","2017/01/09","A1b"
"457","CY222869","CY222869,A/Arkansas/13/2017,2017/02/01","2017/02/01","A1b"
"458","CY233259","CY233259,A/Tennessee/33/2017,2017/03/20","2017/03/20","A1b"
"459","CY220055","CY220055,A/Georgia/01/2017,2017/01/10","2017/01/10","A1b"
"460","CY210575","CY210575,A/Florida/95/2016,2016/11/11","2016/11/11","A1b"
"461","CY227582","CY227582,A/Indiana/20/2017,2017/03/09","2017/03/09","A1b"
"462","CY227710","CY227710,A/Arkansas/16/2017,2017/02/27","2017/02/27","A1b"
"463","KY950007","KY950007,A/Baltimore/0223/2017,2017/01/05","2017/01/05","A1b"
"464","KY949955","KY949955,A/Baltimore/0262/2017,2017/01/31","2017/01/31","A1b"
"465","KY950120","KY950120,A/Baltimore/0289/2017,2017/02/08","2017/02/08","A1b"
"466","KY949661","KY949661,A/Baltimore/0261/2017,2017/01/31","2017/01/31","A1b"
"467","CY230301","CY230301,A/Tennessee/23/2017,2017/02/27","2017/02/27","A1b"
"468","CY244133","CY244133,A/Texas/6021/2017,2017/02/13","2017/02/13","A1b"
"469","CY244052","CY244052,A/Hawaii/5940/2017,2017/01/13","2017/01/13","A1b"
"470","CY244094","CY244094,A/Japan/5982/2017,2017/01/31","2017/01/31","A1b"
"471","CY214362","CY214362,A/Vermont/38/2016,2016/12/27","2016/12/27","A1b"
"472","CY209408","CY209408,A/California/156/2016,2016/10/15","2016/10/15","A1b"
"473","CY212802","CY212802,A/Vermont/35/2016,2016/12/05","2016/12/05","A1b"
"474","KY950063","KY950063,A/Baltimore/0256/2017,2017/01/30","2017/01/30","A1b"
"475","CY234906","CY234906,A/California/5624/2016,2016/12/12","2016/12/12","A1b"
"476","CY243870","CY243870,A/California/5758/2017,2017/01/20","2017/01/20","A1b"
"477","CY244207","CY244207,A/California/6095/2017,2017/03/03","2017/03/03","A1b"
"478","CY234972","CY234972,A/New","4972,A/New","A1b"
"479","CY243495","CY243495,A/New","3495,A/New","A1b"
"480","CY214922","CY214922,A/California/208/2016,2016/12/25","2016/12/25","A1b"
"481","KY949711","KY949711,A/Baltimore/0239/2017,2017/01/20","2017/01/20","A1b"
"482","KY289619","KY289619,A/Nevada/41/2016,2016/10/17","2016/10/17","A1b"
"483","CY223181","CY223181,A/Wyoming/11/2017,2017/03/02","2017/03/02","A1b"
"484","CY212010","CY212010,A/Florida/98/2016,2016/11/20","2016/11/20","A1b"
"485","KY003480","KY003480,A/New","3480,A/New","A1b"
"486","KY289109","KY289109,A/Florida/81/2016,2016/10/03","2016/10/03","A1b"
"487","CY232547","CY232547,A/Maine/18/2017,2017/04/13","2017/04/13","A1b"
"488","CY255169","CY255169,A/Newcastle/187/2016,2016/09/10","2016/09/10","A1b"
"489","KX916892","KX916892,A/Nebraska/21/2016,2016/08/11","2016/08/11","A1b"
"490","KY289326","KY289326,A/California/146/2016,2016/10/17","2016/10/17","A1"
"491","KY289329","KY289329,A/California/147/2016,2016/10/17","2016/10/17","A1"
"492","KY289374","KY289374,A/California/145/2016,2016/10/17","2016/10/17","A1"
"493","KX416616","KX416616,A/New","6616,A/New","A1"
"494","KY044470","KY044470,A/New","4470,A/New","A1"
"495","CY254433","CY254433,A/South","33,A/South","A1"
"496","CY226727","CY226727,A/Michigan/10/2017,2017/01/16","2017/01/16","A1"
"497","CY254281","CY254281,A/Sydney/80/2016,2016/03/03","2016/03/03","A1"
"498","KU590855","KU590855,A/Texas/75/2015,2015/12/08","2015/12/08","A1"
"499","KX917148","KX917148,A/Texas/59/2016,2016/02/26","2016/02/26","A1"
"500","KX414976","KX414976,A/Wisconsin/29/2016,2016/02/19","2016/02/19","A1"
"501","KX916604","KX916604,A/Vermont/27/2016,2016/05/05","2016/05/05","A1"
"502","KX414409","KX414409,A/Vermont/02/2016,2016/01/30","2016/01/30","A1"
"503","KX413070","KX413070,A/Maine/03/2016,2016/02/13","2016/02/13","A1"
"504","CY210767","CY210767,A/Ohio/41/2016,2016/11/17","2016/11/17","3c2.A"
"505","CY210759","CY210759,A/Ohio/40/2016,2016/11/17","2016/11/17","3c2.A"
"506","CY222029","CY222029,A/Washington/23/2017,2017/02/12","2017/02/12","A1"
"507","KY289590","KY289590,A/Hawaii/82/2016,2016/09/27","2016/09/27","A1"
"508","KY116302","KY116302,A/Hawaii/76/2016,2016/09/21","2016/09/21","A1"
"509","CY216073","CY216073,A/New","6073,A/New","A1"
"510","KY583640","KY583640,A/British",",A/British","A1"
"511","CY244386","CY244386,A/Florida/6274/2017,2017/03/17","2017/03/17","A1"
"512","CY234891","CY234891,A/Nevada/5609/2016,2016/11/02","2016/11/02","A1"
"513","CY216673","CY216673,A/West","673,A/West","A1"
"514","KX916836","KX916836,A/Hawaii/59/2016,2016/07/11","2016/07/11","A1"
"515","CY254881","CY254881,A/Perth/78/2016,2016/07/24","2016/07/24","A1"
"516","KX916364","KX916364,A/Iowa/23/2016,2016/08/19","2016/08/19","A1"
"517","KX412694","KX412694,A/Illinois/27/2015,2015/12/16","2015/12/16","A1"
"518","MF182517","MF182517,A/Philippines/NHRC_MCY0131/2016,2016/07/18","2016/07/18","A1"
"519","CY234885","CY234885,A/Japan/5603/2016,2016/09/29","2016/09/29","A1"
"520","MF195729","MF195729,A/Ontario/040/2016,2016/02/03","2016/02/03","A1"
"521","MF195730","MF195730,A/Ontario/045/2016,2016/02/09","2016/02/09","A1"
"522","MF195705","MF195705,A/Alberta/52/2016,2016/02/10","2016/02/10","A1"
"523","KY583665","KY583665,A/British",",A/British","A1"
"524","CY255417","CY255417,A/Brisbane/296/2016,2016/11/07","2016/11/07","A1"
"525","CY254361","CY254361,A/Newcastle/1000/2016,2016/05/18","2016/05/18","A1"
"526","CY254889","CY254889,A/Brisbane/1014/2016,2016/08/16","2016/08/16","A1"
"527","CY254321","CY254321,A/Newcastle/30/2016,2016/03/29","2016/03/29","A1"
"528","CY254985","CY254985,A/Darwin/1002/2016,2016/08/15","2016/08/15","A1"
"529","CY211697","CY211697,A/Delaware/31/2016,2016/11/09","2016/11/09","A1"
"530","CY254753","CY254753,A/Brisbane/1004/2016,2016/07/25","2016/07/25","A1"
"531","KY583641","KY583641,A/British",",A/British","A1a"
"532","CY255201","CY255201,A/Brisbane/231/2016,2016/09/07","2016/09/07","A1"
"533","CY234982","CY234982,A/South","82,A/South","A1"
"534","KY289347","KY289347,A/California/143/2016,2016/10/26","2016/10/26","A1"
"535","CY254657","CY254657,A/Newcastle/78/2016,2016/07/25","2016/07/25","A1"
"536","CY254505","CY254505,A/Newcastle/64/2016,2016/07/07","2016/07/07","A1"
"537","KY872763","KY872763,A/Kenya/015/2016,2016/07/03","2016/07/03","A1"
"538","KU590643","KU590643,A/Pennsylvania/50/2015,2015/11/23","2015/11/23","A1"
"539","KX917388","KX917388,A/New","7388,A/New","A1"
"540","KX415608","KX415608,A/Connecticut/14/2016,2016/02/28","2016/02/28","A1"
"541","KX916196","KX916196,A/Utah/41/2016,2016/05/24","2016/05/24","A1"
"542","CY244400","CY244400,A/New","4400,A/New","A1"
"543","CY244387","CY244387,A/Florida/6275/2017,2017/03/17","2017/03/17","A1"
"544","CY243893","CY243893,A/Oklahoma/5781/2017,2017/01/20","2017/01/20","A1"
"545","CY243936","CY243936,A/Kansas/5824/2017,2017/01/23","2017/01/23","A1"
"546","MF182472","MF182472,A/California/NHRC_FDX110050/2017,2017/01/04","2017/01/04","A1"
"547","MF182477","MF182477,A/California/NHRC_FDX90142/2016,2016/12/14","2016/12/14","A1"
"548","MF182491","MF182491,A/California/NHRC_SAR41594N/2016,2016/12/20","2016/12/20","A1"
"549","CY227702","CY227702,A/Arkansas/15/2017,2017/02/22","2017/02/22","A1"
"550","CY244153","CY244153,A/Arkansas/6041/2017,2017/02/14","2017/02/14","A1"
"551","CY228541","CY228541,A/Mississippi/13/2017,2017/03/23","2017/03/23","A1"
"552","CY235648","CY235648,A/Utah/26/2017,2017/04/24","2017/04/24","A1"
"553","CY216089","CY216089,A/Nevada/01/2017,2017/01/01","2017/01/01","A1"
"554","CY214730","CY214730,A/New","4730,A/New","A1"
"555","CY232396","CY232396,A/New","2396,A/New","A1"
"556","CY244198","CY244198,A/Alabama/6086/2017,2017/03/03","2017/03/03","A1"
"557","KY697326","KY697326,A/Gainesville/13/2016,2016/12/20","2016/12/20","A1"
"558","CY216289","CY216289,A/New","6289,A/New","A1"
"559","CY227126","CY227126,A/Maryland/12/2017,2017/02/03","2017/02/03","A1"
"560","KY583724","KY583724,A/Ontario/268/2016,2016/12/31","2016/12/31","A1"
"561","CY216705","CY216705,A/Florida/05/2017,2017/01/20","2017/01/20","A1"
"562","MG928453","MG928453,A/Gainesville/13/2017,2017/02/20","2017/02/20","A1"
"563","CY235592","CY235592,A/Arizona/24/2017,2017/04/09","2017/04/09","A1"
"564","CY220455","CY220455,A/Utah/08/2017,2017/02/04","2017/02/04","A1"
"565","CY223277","CY223277,A/Iowa/12/2017,2017/02/22","2017/02/22","A1"
"566","CY212954","CY212954,A/Washington/101/2016,2016/12/15","2016/12/15","A1"
"567","CY223149","CY223149,A/Indiana/15/2017,2017/02/17","2017/02/17","A1"
"568","CY216521","CY216521,A/Arkansas/04/2017,2017/01/17","2017/01/17","A1"
"569","CY239880","CY239880,A/West","880,A/West","A1"
"570","CY239872","CY239872,A/West","872,A/West","A1"
"571","CY232316","CY232316,A/Kentucky/25/2017,2017/03/30","2017/03/30","A1"
"572","CY228365","CY228365,A/Kentucky/22/2017,2017/03/09","2017/03/09","A1"
"573","CY221957","CY221957,A/New","1957,A/New","A1"
"574","CY238891","CY238891,A/Arizona/35/2017,2017/05/21","2017/05/21","A1"
"575","MF182469","MF182469,A/California/NHRC_BRD41512N/2017,2017/03/08","2017/03/08","A1"
"576","CY221965","CY221965,A/New","1965,A/New","A1"
"577","CY214162","CY214162,A/California/203/2016,2016/12/25","2016/12/25","A1"
"578","CY225414","CY225414,A/New","5414,A/New","A1"
"579","CY243431","CY243431,A/Washington/106/2016,2016/12/18","2016/12/18","A1"
"580","MF993047","MF993047,A/Shiraz/1022/2016,2016/01/24","2016/01/24","A1"
"581","CY221910","CY221910,A/Texas/50/2017,2017/02/16","2017/02/16","A1"
"582","CY216249","CY216249,A/South","49,A/South","A1"
"583","CY225270","CY225270,A/South","70,A/South","A1"
"584","CY225286","CY225286,A/South","86,A/South","A1"
"585","CY228909","CY228909,A/Minnesota/24/2017,2017/03/28","2017/03/28","A1"
"586","CY220311","CY220311,A/Texas/36/2017,2017/02/04","2017/02/04","A1"
"587","CY213146","CY213146,A/Texas/201/2016,2016/12/29","2016/12/29","A1"
"588","CY259199","CY259199,A/New","9199,A/New","A1"
"589","CY259359","CY259359,A/New","9359,A/New","A1"
"590","CY234506","CY234506,A/Arizona/25/2017,2017/04/16","2017/04/16","A1"
"591","KY583726","KY583726,A/Ontario/024/2017,2017/01/09","2017/01/09","A1"
"592","KY583688","KY583688,A/Ontario/261/2016,2016/12/29","2016/12/29","A1"
"593","CY244245","CY244245,A/New","4245,A/New","A1"
"594","KY583725","KY583725,A/Ontario/011/2017,2017/01/09","2017/01/09","A1"
"595","CY234953","CY234953,A/California/5671/2016,2016/12/25","2016/12/25","A1"
"596","CY244101","CY244101,A/Maryland/5989/2017,2017/02/01","2017/02/01","A1"
"597","CY223990","CY223990,A/Virginia/11/2017,2017/02/14","2017/02/14","A1"
"598","CY232540","CY232540,A/Connecticut/19/2017,2017/03/31","2017/03/31","A1"
"599","CY245198","CY245198,A/Arizona/49/2017,2017/08/16","2017/08/16","A1"
"600","MH131350","MH131350,A/Illinois/61/2017,2017/12/26","2017/12/26","A1"
"601","CY243979","CY243979,A/Washington/5867/2017,2017/01/04","2017/01/04","A1"
"602","CY235488","CY235488,A/West","488,A/West","A1"
"603","CY234826","CY234826,A/North","26,A/North","A1"
"604","CY232500","CY232500,A/Vermont/11/2017,2017/04/01","2017/04/01","A1"
"605","CY214026","CY214026,A/Indiana/47/2016,2016/12/29","2016/12/29","A1"
"606","CY244012","CY244012,A/North","12,A/North","A1"
