"","D_Lab","Date"
"6857","CY090861","2010/02/09"
"6855","JF906183","2010/02/12"
"6856","CY065872","2010/01/04"
"2668","HM567992","2009/11/25"
"9810","KF667891","2009/07/31"
"2893","HQ228147","2010/01/26"
"9125","CY064405","2009/11/29"
"9708","JQ065129","2009/08/31"
"9747","JQ065119","2009/07/23"
"2779","CY070482","2009/10/14"
"4091","CY111891","2009/07/29"
"4090","JN256832","2009/07/29"
"4097","JN256840","2009/07/30"
"4098","CY111955","2009/07/30"
"4110","CY112075","2009/08/08"
"4111","CY120469","2009/08/08"
"4109","JN256855","2009/08/08"
"10339","CY123511","2009/08/13"
"5257","CY075891","2009/10/15"
"1698","CY081486","2009/10/14"
"1699","CY081494","2009/10/14"
"5574","CY055266","2009/08/12"
"10102","CY123067","2009/08/21"
"5538","CY119538","2009/08/24"
"5528","CY119362","2009/07/31"
"5531","CY119522","2009/08/04"
"5559","CY055224","2009/07/16"
"9987","KT181178","2009/09/11"
"5560","CY055228","2009/07/20"
"5540","CY119338","2009/09/01"
"10370","CY123730","2009/09/09"
"9937","KT181108","2009/09/12"
"10363","CY123690","2009/09/17"
"10146","CY123208","2009/10/11"
"10369","CY123726","2009/09/08"
"10122","CY123161","2009/09/06"
"5532","CY119386","2009/08/03"
"9296","GQ414766","2009/05/29"
"9663","JQ065174","2009/10/22"
"5571","CY055258","2009/08/12"
"10094","CY123003","2009/08/17"
"10443","CY124079","2009/07/02"
"10347","CY123556","2009/08/24"
"10070","CY049643","2009/08/05"
"10378","CY123753","2009/09/15"
"5569","CY055250","2009/08/12"
"5565","CY055242","2009/07/23"
"9929","KT181100","2009/08/13"
"1873","KC780932","2009/10/06"
"9239","KF612097","2010/09/21"
"9221","KF612095","2010/08/17"
"925","CY088593","2009/11/29"
"884","CY075492","2009/10/07"
"346","KC780599","2009/12/06"
"11546","CY061139","2010/01/11"
"9174","CY056883","2009/10/12"
"9152","CY083639","2009/10/19"
"9154","CY056859","2009/10/20"
"10802","GQ365368","2009/06/01"
"12945","KC781600","2009/09/08"
"1693","CY071530","2009/08/07"
"12675","CY058468","2009/12/15"
"11982","KC781519","2009/08/25"
"7169","KC782188","2009/11/08"
"7170","KC782171","2009/11/07"
"11409","KC782129","2009/10/06"
"9155","CY066527","2009/10/12"
"9183","CY056228","2009/11/05"
"10175","JX309890","2010/10/22"
"7984","JN185108","2011/01/23"
"10177","JX309896","2010/10/25"
"9880","KT181035","2011/03/09"
"9834","CY124503","2011/01/28"
"10222","CY124581","2011/02/18"
"6623","CY097932","2011/02/03"
"6625","CY098036","2011/02/02"
"9090","KF700932","2009/07/27"
"7595","GQ338335","2009/05/23"
"10904","JN187125","2009/07/27"
"5561","CY055295","2009/07/21"
"7347","CY041058","2009/04/26"
"2489","HM567736","2009/05/31"
"2983","GQ351319","2009/06/06"
"7359","CY041506","2009/04/28"
"2481","HM567656","2009/05/30"
"3541","CY069034","2009/07/21"
"11272","CY051871","2009/06/17"
"5940","CY071674","2009/10/05"
"11285","CY052847","2009/08/15"
"2769","CY070415","2009/09/26"
"7547","CY056451","2009/10/05"
"9346","HQ595277","2009/08/30"
"1812","CY075419","2009/07/07"
"2933","HQ228075","2009/07/17"
"7455","CY044981","2009/05/16"
"832","CY063494","2009/06/13"
"8661","GQ329082","2009/05/22"
"10836","CY092638","2010/01/27"
"1540","CY066415","2009/12/30"
"11692","KP637550","2010/06/04"
"9456","CY070725","2009/06/01"
"11523","CY058724","2009/11/24"
"265","CY047779","2009/06/17"
"2938","HQ228080","2009/07/21"
"2709","CY070217","2009/07/02"
"11384","KC780993","2009/09/29"
"3781","KC782194","2009/10/10"
"3794","KC782276","2009/10/28"
"3779","KC781685","2009/10/09"
"11325","CY052439","2009/09/12"
"12069","KC781268","2009/11/03"
"910","CY075580","2009/11/16"
"12753","CY057446","2009/09/21"
"2897","HQ228025","2009/06/12"
"5057","GQ323470","2009/05/04"
"6132","KC782235","2009/12/16"
"706","KR861655","2009/10/20"
"5742","KC781949","2009/09/03"
"8088","KC780885","2009/10/21"
"8089","KC781003","2009/10/21"
"8860","CY071802","2009/11/13"
"2703","CY070642","2009/11/25"
"6563","JN171941","2009/11/18"
"12274","HM189361","2009/11/26"
"9994","KT181186","2009/09/18"
"9990","KT181181","2009/09/15"
"6565","JN171944","2009/11/27"
"113","CY072079","2010/03/24"
"115","CY072081","2010/03/31"
"110","CY072075","2010/03/10"
"112","CY072078","2010/03/22"
"111","CY072077","2010/03/13"
"114","CY072080","2010/03/26"
"2576","CY070269","2009/07/11"
"2780","CY057043","2009/10/06"
"13062","GQ225349","2009/05/23"
"9101","KF700933","2009/07/30"
"9095","KC967087","2009/07/23"
"9089","KF700931","2009/07/24"
"9088","KF700936","2009/07/23"
"8829","CY103922","2009/08/20"
"2552","CY070264","2009/07/13"
"8929","CY050266","2009/07/09"
"8930","CY050267","2009/07/12"
"287","CY053947","2009/06/22"
"12391","KC781634","2009/07/28"
"13010","GU014808","2009/06/03"
"4980","KC781567","2009/08/08"
"9662","JQ065112","2009/07/23"
"5428","JF429392","2009/11/21"
"8830","CY103923","2009/06/27"
"11326","CY052559","2009/09/12"
"7666","CY062018","2009/12/21"
"11993","KC780812","2009/11/18"
"1702","JN588774","2009/06/22"
"1705","JN588781","2009/06/24"
"11938","KC780743","2009/10/14"
"9311","HQ595239","2009/07/29"
"5629","CY073593","2009/07/23"
"2101","CY060481","2009/12/01"
"7519","CY051679","2009/07/30"
"5269","JF714142","2009/11/02"
"9182","CY056220","2009/11/03"
"9086","CY052050","2009/07/20"
"1811","CY075379","2009/07/03"
"6813","KC780711","2009/09/25"
"945","CY064460","2009/06/13"
"7316","FJ984364","2009/04/24"
"1070","KC780601","2010/02/01"
"1657","CY066487","2010/02/01"
"1815","CY075459","2009/07/17"
"7441","CY043275","2009/05/25"
"7424","CY044064","2009/05/19"
"7423","CY044056","2009/05/20"
"11508","CY060859","2009/11/07"
"12825","CY057646","2009/10/18"
"11521","CY060939","2009/11/21"
"11282","CY052282","2009/07/29"
"11280","CY051823","2009/07/24"
"13011","AB704510","2009/11/21"
"10923","JN187132","2009/10/08"
"4028","GU014782","2009/07/01"
"5546","CY119498","2009/09/18"
"2828","CY057069","2009/11/19"
"11320","CY052519","2009/09/10"
"1684","CY063139","2009/10/29"
"12426","KC781576","2009/11/04"
"6909","KC781365","2009/10/02"
"5358","CY083817","2010/02/05"
"2827","CY070613","2009/11/23"
"8007","KC780334","2010/01/20"
"6213","KC782004","2010/02/17"
"8019","KC780361","2010/02/24"
"7117","KC781020","2010/01/05"
"8811","CY066767","2009/11/10"
"5047","KC781163","2010/02/22"
"10534","KC780661","2010/01/27"
"12808","CY063267","2009/10/19"
"1679","CY063107","2009/10/17"
"7747","CY071039","2009/06/01"
"9748","JQ065232","2010/01/14"
"11922","KC781506","2009/06/25"
"7748","CY071047","2009/06/03"
"848","CY064692","2009/07/08"
"2527","CY070173","2009/06/24"
"2525","CY070169","2009/06/24"
"6894","KC781853","2009/08/02"
"2548","CY070333","2009/07/29"
"9027","JQ431196","2009/08/21"
"9019","JQ431198","2009/09/04"
"9025","JQ431197","2009/08/11"
"9028","JQ431213","2009/08/20"
"9023","JQ431207","2009/08/13"
"9024","JQ431204","2009/09/02"
"9030","JQ431214","2009/09/03"
"9016","JQ431200","2009/09/05"
"9017","JQ431210","2009/08/19"
"9018","JQ431211","2009/08/26"
"9021","JQ431212","2009/08/14"
"9020","JQ431217","2009/08/18"
"9022","JQ431202","2009/09/28"
"3263","KP019826","2009/09/01"
"6833","CY054595","2009/06/26"
"5549","CY055198","2009/07/04"
"7549","CY056467","2009/10/06"
"7498","CY051567","2009/07/01"
"7475","CY045199","2009/06/10"
"5605","CY072862","2009/08/22"
"8994","JN171903","2009/11/22"
"791","CY044171","2009/06/16"
"792","CY043118","2009/06/18"
"12481","GQ323579","2009/05/24"
"7497","CY051559","2009/06/19"
"517","CY063638","2009/12/29"
"11310","CY052719","2009/09/09"
"11301","CY052783","2009/09/04"
"11314","CY052759","2009/09/10"
"5088","KC782085","2009/09/02"
"5753","KC782050","2009/07/14"
"12851","CY057614","2009/10/12"
"11330","CY052831","2009/09/13"
"7593","CY056571","2009/10/01"
"7509","CY051615","2009/07/09"
"9044","GQ338381","2009/06/01"
"7476","CY045053","2009/06/09"
"2619","CY070481","2009/10/13"
"5463","CY071255","2009/12/16"
"9343","HQ595273","2009/08/28"
"223","GU576501","2009/07/16"
"1807","CY075347","2009/07/01"
"7334","CY039999","2009/04/27"
"7388","CY041645","2009/05/04"
"7349","CY041090","2009/04/28"
"11278","CY052423","2009/07/12"
"9446","CY070572","2009/11/09"
"2400","CY070405","2009/09/24"
"9057","KC782097","2009/06/13"
"267","CY047811","2009/06/17"
"2906","HQ228039","2009/06/18"
"9501","CY107540","2009/06/24"
"2762","CY070387","2009/09/15"
"6906","KC781944","2009/08/06"
"13123","MG982579","2010/12/26"
"11774","JQ714163","2009/11/12"
"3609","CY058832","2009/11/27"
"9716","JQ065139","2009/08/31"
"12494","KC782042","2009/07/21"
"9308","HQ595235","2009/07/28"
"2556","CY070230","2009/07/09"
"2756","CY070375","2009/09/11"
"270","CY047851","2009/06/19"
"7370","CY041130","2009/04/25"
"7380","CY040822","2009/04/27"
"917","CY089315","2009/11/17"
"7377","CY040701","2009/04/28"
"7406","CY041758","2009/05/11"
"2977","HQ228142","2009/12/06"
"9816","KF667900","2009/08/03"
"9804","KF667885","2009/07/28"
"10322","CY049563","2009/07/13"
"10080","CY049683","2009/08/06"
"10423","CY049308","2009/06/24"
"10305","CY049467","2009/07/12"
"10422","CY049356","2009/06/22"
"10314","CY049499","2009/07/13"
"809","CY067015","2009/11/13"
"11515","CY061562","2009/11/12"
"7467","CY045175","2009/06/01"
"7468","CY045183","2009/05/31"
"7458","CY047366","2009/06/01"
"11275","CY052399","2009/06/29"
"11311","CY052727","2009/09/09"
"7337","CY040023","2009/04/27"
"10415","CY049084","2009/06/19"
"10367","CY123717","2009/06/14"
"10414","CY123900","2009/06/19"
"10407","CY123868","2009/11/24"
"10421","CY123938","2009/06/21"
"10118","CY123147","2009/09/03"
"4985","KC780922","2009/09/14"
"4190","KC781621","2009/11/09"
"4993","KC780974","2009/09/23"
"10385","CY123788","2009/09/30"
"10368","CY123724","2009/09/08"
"266","CY047795","2009/06/18"
"13052","MG230430","2015/09/13"
"10989","KY634450","2015/12/10"
"5357","GU226572","2009/07/27"
"275","CY047955","2009/06/24"
"7435","CY044933","2009/05/20"
"5568","CY048933","2009/05/16"
"5567","CY048925","2009/05/15"
"846","CY064676","2009/06/25"
"812","CY049836","2009/06/16"
"811","CY044147","2009/06/25"
"10479","GQ527163","2009/06/14"
"4115","CY073017","2009/08/26"
"5955","CY073142","2009/11/10"
"9204","CY049883","2009/06/09"
"5299","CY049851","2009/06/22"
"5936","CY050003","2009/09/03"
"5938","CY050043","2009/09/09"
"5944","CY071738","2009/09/24"
"10879","CY071402","2009/08/31"
"5943","CY071730","2009/09/15"
"5949","CY071778","2009/11/03"
"5948","CY071770","2009/11/09"
"10881","CY071634","2009/10/21"
"5942","CY071714","2009/10/01"
"3260","CY071610","2009/10/13"
"9502","CY107465","2009/06/24"
"4813","CY043078","2009/06/29"
"7256","GQ168655","2009/04/25"
"292","CY074053","2009/07/10"
"9815","KF667899","2009/08/03"
"1760","KF860844","2009/09/01"
"11893","GQ457479","2009/06/14"
"9803","KF667882","2009/07/27"
"7369","CY041122","2009/04/25"
"2904","HQ228036","2009/06/19"
"4792","GQ365428","2009/06/18"
"9824","KF667911","2009/08/18"
"2616","CY070452","2009/10/05"
"10945","CY044196","2009/05/19"
"8925","CY050262","2009/06/13"
"11945","KC780623","2009/07/09"
"4029","GU014786","2009/07/03"
"4987","KC780830","2009/09/14"
"2466","CY070681","2009/05/23"
"11975","KC780160","2009/07/19"
"1986","KC781828","2009/09/13"
"274","CY047923","2009/06/24"
"8846","CY103941","2009/07/02"
"2546","CY070211","2009/06/30"
"1759","CY083328","2009/07/27"
"9326","GQ915024","2009/08/05"
"2613","CY070451","2009/10/05"
"9975","KT181164","2009/09/04"
"9460","CY070378","2009/09/07"
"2722","CY070268","2009/07/15"
"2908","HQ228042","2009/06/23"
"2903","HQ228035","2009/06/19"
"279","CY053896","2009/06/05"
"2725","CY070290","2009/07/20"
"2917","HQ228053","2009/07/14"
"4026","GU014780","2009/06/13"
"2751","JX625498","2009/07/23"
"3514","HQ595264","2009/08/24"
"8932","CY050270","2009/07/19"
"9004","JN171890","2009/10/21"
"3563","GQ250161","2009/05/29"
"2455","CY065270","2009/04/30"
"11381","KC782087","2009/10/12"
"9211","CY054283","2009/06/11"
"7321","GQ232049","2009/04/24"
"3319","HQ420235","2009/11/20"
"9740","JQ065238","2010/01/14"
"10804","GQ329088","2009/05/06"
"9353","HQ595288","2009/10/25"
"2554","CY070227","2009/07/07"
"261","CY047770","2009/07/01"
"9822","KF667909","2009/08/17"
"1703","JN588777","2009/06/25"
"2042","CY049931","2009/05/27"
"1785","CY049859","2009/05/02"
"5939","CY050059","2009/09/10"
"9809","KF667890","2009/07/31"
"8933","CY050271","2009/07/20"
"9652","GQ253498","2009/05/31"
"10426","CY123973","2009/06/24"
"10381","CY123762","2009/09/22"
"1802","CY075235","2009/06/20"
"8891","GQ359771","2009/06/19"
"10420","CY123934","2009/06/21"
"10312","CY123398","2009/07/09"
"560","CY069202","2009/12/26"
"10448","CY124146","2009/07/03"
"10436","CY124012","2009/06/26"
"12775","CY057870","2009/11/16"
"12754","CY057790","2009/11/08"
"12802","CY063283","2009/11/11"
"12673","CY063291","2009/11/12"
"12677","CY057027","2009/09/10"
"4998","KC780804","2009/11/03"
"11344","CY060763","2009/10/20"
"9334","HQ595250","2009/08/12"
"9324","GQ915022","2009/08/01"
"7626","CY084454","2009/11/22"
"10311","CY049491","2009/07/09"
"4024","JQ409142","2009/06/13"
"7381","CY040830","2009/04/29"
"258","HM569659","2009/05/30"
"1648","CY054987","2009/07/21"
"2529","CY070177","2009/06/27"
"7486","CY052098","2009/06/17"
"7335","CY040007","2009/04/27"
"7397","CY041766","2009/05/08"
"7433","CY044917","2009/05/19"
"7494","CY052154","2009/06/25"
"2549","CY070255","2009/07/13"
"5591","CY072766","2009/08/20"
"1797","CY075195","2009/06/15"
"1796","CY075171","2009/06/13"
"10425","CY049380","2009/06/25"
"10084","CY049699","2009/08/06"
"10324","CY049579","2009/07/14"
"10439","CY049212","2009/06/27"
"10309","CY049483","2009/07/09"
"10320","CY049539","2009/07/09"
"10437","CY049164","2009/06/26"
"10452","CY049427","2009/07/04"
"2939","HQ228081","2009/09/04"
"2922","HQ228058","2009/09/01"
"9817","KF667901","2009/08/03"
"9830","KF667920","2009/08/27"
"9825","KF667912","2009/08/20"
"9818","KF667902","2009/08/03"
"7378","CY040717","2009/04/28"
"7382","CY040838","2009/04/27"
"7405","CY041806","2009/05/02"
"5536","CY118219","2009/08/11"
"7383","CY040854","2009/04/29"
"7290","FJ984337","2009/04/25"
"2449","CY065222","2009/04/27"
"284","CY053928","2009/06/18"
"698","KR861650","2009/09/08"
"268","CY047835","2009/06/21"
"5527","CY055271","2009/08/14"
"9564","AB558309","2009/09/10"
"9597","AB558346","2009/10/21"
"4890","KJ549778","2009/07/22"
"2770","CY070423","2009/10/02"
"2898","HQ228028","2009/06/11"
"9001","JN171884","2009/06/25"
"7539","CY056411","2009/09/23"
"7332","CY041613","2009/04/25"
"5529","CY119370","2009/08/02"
"5547","CY118267","2009/10/01"
"11345","CY060771","2009/10/21"
"12854","CY090008","2009/10/14"
"1655","CY055035","2009/08/05"
"2844","CY070240","2009/07/01"
"2714","CY070238","2009/06/30"
"2543","CY070209","2009/07/06"
"2713","CY070237","2009/06/30"
"2550","CY070337","2009/07/15"
"2561","CY070346","2009/08/03"
"2711","CY070234","2009/06/26"
"2745","CY070362","2009/09/01"
"6845","CY065131","2009/11/16"
"252","CY066823","2009/10/28"
"11637","CY075773","2009/07/17"
"7357","CY041114","2009/04/28"
"7355","CY041170","2009/04/26"
"7376","CY040629","2009/04/28"
"3262","CY083439","2009/09/30"
"12634","KC781778","2009/09/14"
"2147","KC780268","2009/10/06"
"9202","CY083431","2009/09/21"
"5554","CY055214","2009/07/13"
"259","CY047754","2009/06/30"
"273","CY047899","2009/06/23"
"13081","CY096011","2009/10/12"
"262","CY047772","2009/07/01"
"9979","KT181169","2009/09/08"
"9529","CY107819","2009/06/24"
"12420","KC781147","2009/10/15"
"12936","KC781740","2009/08/09"
"7384","CY040862","2009/04/29"
"2563","CY070355","2009/08/01"
"7139","KC780115","2009/10/18"
"7504","CY051575","2009/07/01"
"7346","CY047326","2009/04/28"
"5544","CY119482","2009/09/07"
"11942","KC782134","2009/07/11"
"4581","KC780405","2009/12/10"
"1616","CY054835","2009/06/28"
"9646","JN631053","2009/11/17"
"601","CY055645","2009/07/22"
"1658","CY055051","2009/08/28"
"818","CY062739","2009/11/19"
"2798","CY070564","2009/10/26"
"8205","JX625591","2009/10/20"
"2930","HQ228067","2009/09/09"
"9114","CY053627","2009/11/10"
"9437","CY070521","2009/10/16"
"12285","CY072278","2009/12/03"
"1053","CY067651","2009/11/18"
"10953","CY071071","2010/01/07"
"2955","HQ228110","2009/10/26"
"2964","HQ228128","2009/11/20"
"4021","JQ173164","2009/11/25"
"2971","HQ228136","2009/11/06"
"820","CY062979","2010/01/05"
"10950","CY062995","2009/12/21"
"2963","HQ228126","2009/11/19"
"2602","CY070410","2009/10/28"
"2685","CY070739","2009/11/26"
"2966","HQ228131","2009/11/24"
"2944","HQ228094","2009/11/28"
"2950","HQ228102","2009/10/14"
"2948","HQ228097","2009/10/09"
"2943","HQ228093","2009/11/19"
"9132","CY075477","2009/11/03"
"7995","CY075482","2009/11/13"
"9118","CY054646","2009/11/01"
"1836","CY066663","2009/11/30"
"6847","CY065856","2009/11/19"
"8225","CY052004","2009/08/27"
"9122","CY054630","2009/11/01"
"9120","CY053689","2009/11/01"
"12281","CY083926","2009/12/11"
"4152","CY062795","2009/11/20"
"6605","HM189396","2009/11/23"
"7982","HM189380","2009/07/30"
"10791","HM189378","2009/11/19"
"5337","HM189352","2009/11/10"
"492","HM189320","2009/11/25"
"8618","HM189357","2009/11/05"
"9112","CY053681","2009/11/01"
"4156","GU727825","2009/12/04"
"9111","CY054638","2009/11/01"
"11648","HM752477","2010/01/11"
"4151","CY062787","2009/11/10"
"11","CY066967","2009/11/26"
"8633","CY071223","2009/11/19"
"25","CY056947","2009/11/20"
"8250","CY083787","2009/11/30"
"3","CY083776","2009/11/25"
"3971","KF559894","2013/02/12"
"8819","GU562450","2009/11/25"
"8223","CY051998","2009/09/08"
"8227","CY052006","2009/09/09"
"8631","CY063582","2009/11/10"
"8249","CY072254","2009/11/24"
"250","CY073088","2009/11/13"
"2881","HQ228144","2010/01/12"
"12275","CY075479","2009/11/10"
"6579","HM189413","2009/11/04"
"9113","CY053416","2009/11/01"
"6584","HM189375","2009/11/24"
"4791","HM189387","2009/11/21"
"11866","HM189397","2009/11/21"
"510","HM189374","2009/11/24"
"6583","HM189386","2009/11/09"
"10798","HM189403","2009/11/18"
"8625","HM189370","2009/08/16"
"10962","HM189383","2009/11/24"
"8617","HM189406","2009/11/20"
"4789","HM189404","2009/11/25"
"9124","CY053728","2009/11/01"
"5465","GU592905","2009/12/14"
"7994","CY075483","2009/11/14"
"1056","GU371263","2009/11/11"
"9136","CY075487","2009/10/28"
"9134","CY075475","2009/11/02"
"6610","HM189408","2009/11/23"
"1780","HM189385","2009/07/28"
"6576","HM189423","2009/11/12"
"4788","HM189417","2009/11/18"
"4787","HM189418","2009/11/18"
"6580","HM189410","2009/11/02"
"6604","HM189373","2009/10/24"
"2921","HQ228057","2009/08/31"
"1048","CY061267","2009/10/29"
"8234","CY052014","2009/10/23"
"9137","CY075488","2009/10/29"
"2596","CY070399","2009/09/24"
"2777","CY070470","2009/10/11"
"2606","CY070416","2009/09/28"
"4139","CY064403","2009/11/13"
"11849","KJ690416","2010/10/26"
"11848","KJ690448","2010/10/22"
"11850","KJ690487","2010/10/28"
"5935","CY071458","2009/10/22"
"2407","CY070459","2009/10/08"
"11759","CY054604","2009/07/13"
"9837","KT180983","2009/09/21"
"12810","CY058292","2009/10/07"
"10053","CY122803","2009/07/28"
"9982","KT181173","2010/03/16"
"710","CY071335","2010/02/25"
"11651","HM752473","2010/01/18"
"10270","JX309304","2010/04/12"
"10269","JX309296","2010/04/12"
"12755","CY057982","2009/12/01"
"12094","CY128379","2009/12/09"
"12758","CY057974","2009/11/29"
"6709","AB558541","2010/02/15"
"12653","KC780955","2009/10/12"
"13014","AB704526","2009/12/05"
"6711","AB558542","2010/02/22"
"13003","AB601605","2010/04/28"
"6716","AB558547","2010/03/15"
"6714","AB558545","2010/03/08"
"2319","CY096594","2010/02/23"
"4154","CY066687","2009/11/25"
"2037","CY062819","2009/12/07"
"2039","CY056963","2009/12/07"
"2313","CY056180","2009/10/26"
"42","KC781903","2010/01/04"
"41","KC780620","2010/01/04"
"12180","KC780835","2009/10/12"
"7558","CY056515","2009/10/13"
"11063","CY167348","2010/02/18"
